Datetime,Motorcycle,Car,Truck_Lorry,Bus,Is_Holiday,Day_Of_Week,Is_Weekend,Hour,Month,Temperature_2m,Relative_Humidity_2m,Weathercode,Windspeed_10m,Congestion_Score,Congestion_Percentage
2/2/2024 13:00,281,1151,17,1,0,4,0,13,2,29.9,64,3,16.8,1319,36.34109381
2/2/2024 14:00,272,1126,12,1,0,4,0,14,2,30.7,61,3,15.1,1282,35.32166965
2/2/2024 15:00,304,1050,12,2,0,4,0,15,2,31.3,62,3,11.8,1224,33.7236534
2/2/2024 16:00,315,1331,10,0,0,4,0,16,2,31.3,63,51,9.7,1503.5,41.42443863
2/2/2024 17:00,362,1834,6,3,0,4,0,17,2,27.4,81,63,12,2030,55.93056895
2/2/2024 18:00,281,1710,2,1,0,4,0,18,2,26.8,84,61,4.8,1855.5,51.12274418
2/2/2024 19:00,290,1260,10,3,0,4,0,19,2,27.2,87,3,5.5,1426,39.28915829
2/2/2024 20:00,221,766,9,5,0,4,0,20,2,26.5,90,3,8.3,900,24.79680397
2/2/2024 21:00,230,715,8,3,0,4,0,21,2,26,94,53,4.2,848,23.36409974
2/2/2024 22:00,206,527,20,3,0,4,0,22,2,24.8,91,61,11.6,666,18.34963494
2/2/2024 23:00,185,468,18,5,0,4,0,23,2,24.1,96,61,5.9,597.5,16.46232263
3/2/2024 0:00,48,271,8,0,0,5,1,0,2,24.1,97,51,6.4,307,8.458465353
3/2/2024 1:00,60,366,3,1,0,5,1,1,2,24,98,51,2.4,402.5,11.08968177
3/2/2024 2:00,45,359,12,0,0,5,1,2,2,23.8,99,3,2.7,399.5,11.00702576
3/2/2024 3:00,49,345,6,2,0,5,1,3,2,24.1,96,3,3.8,382.5,10.53864169
3/2/2024 4:00,57,280,11,0,0,5,1,4,2,24,97,3,4.7,325,8.954401433
3/2/2024 5:00,58,404,14,2,0,5,1,5,2,24.2,96,3,7.6,458,12.61881802
3/2/2024 6:00,52,478,12,0,0,5,1,6,2,24,97,3,5.4,522,14.3821463
3/2/2024 7:00,90,535,12,2,0,5,1,7,2,23.7,98,3,6.4,602,16.58630665
3/2/2024 8:00,98,582,9,1,0,5,1,8,2,23.8,98,3,5.4,646.5,17.81237085
3/2/2024 9:00,103,694,7,1,0,5,1,9,2,26.4,90,3,8.7,758,20.88441934
3/2/2024 10:00,214,672,3,1,0,5,1,10,2,28.1,83,3,10.5,785.5,21.64209946
3/2/2024 11:00,223,722,9,1,0,5,1,11,2,28.8,78,51,7.8,849,23.39165174
3/2/2024 12:00,340,950,5,1,0,5,1,12,2,28.8,78,51,1.3,1129.5,31.11998898
3/2/2024 13:00,372,1218,9,1,0,5,1,13,2,28.2,81,63,4.2,1419.5,39.11007026
3/2/2024 14:00,178,1269,7,2,0,5,1,14,2,27.4,83,51,14,1372.5,37.81512605
3/2/2024 15:00,251,1267,11,1,0,5,1,15,2,26.9,86,55,10.5,1411,38.87587822
3/2/2024 16:00,346,1270,8,0,0,5,1,16,2,27.4,81,53,10.2,1455,40.08816641
3/2/2024 17:00,413,1420,5,0,0,5,1,17,2,28.9,77,3,9.9,1634,45.0199752
3/2/2024 18:00,270,1226,9,1,0,5,1,18,2,28.8,77,3,8.5,1376.5,37.92533407
3/2/2024 19:00,259,994,8,4,0,5,1,19,2,28.2,81,3,5.6,1143.5,31.50571704
3/2/2024 20:00,202,921,8,3,0,5,1,20,2,27,87,53,6.9,1040,28.65408458
3/2/2024 21:00,314,749,8,2,0,5,1,21,2,24.4,97,63,13.7,922,25.40294806
3/2/2024 22:00,159,743,4,4,0,5,1,22,2,24.1,97,51,11.9,836.5,23.04725169
3/2/2024 23:00,205,731,8,4,0,5,1,23,2,23.8,98,63,8.3,853.5,23.51563576
4/2/2024 0:00,54,298,10,0,0,6,1,0,2,23.9,96,65,7.3,340,9.367681499
4/2/2024 1:00,44,312,3,0,0,6,1,1,2,23.9,97,63,7,338.5,9.326353492
4/2/2024 2:00,40,346,7,0,0,6,1,2,2,23.6,97,53,12,376.5,10.37332966
4/2/2024 3:00,36,299,5,1,0,6,1,3,2,23.4,96,3,8.3,326.5,8.995729439
4/2/2024 4:00,65,305,10,1,0,6,1,4,2,23.3,96,3,6,354.5,9.767185563
4/2/2024 5:00,58,361,4,0,0,6,1,5,2,23.5,95,3,9.4,396,10.91059375
4/2/2024 6:00,80,472,4,1,0,6,1,6,2,23.6,94,3,12,520,14.32704229
4/2/2024 7:00,100,531,8,1,0,6,1,7,2,23.7,94,3,11.5,595,16.39344262
4/2/2024 8:00,113,586,10,0,0,6,1,8,2,23.9,94,3,13.3,657.5,18.1154429
4/2/2024 9:00,138,787,9,0,0,6,1,9,2,26.4,88,3,14.1,869.5,23.95646783
4/2/2024 10:00,125,827,7,0,0,6,1,10,2,27.6,85,3,13.1,900,24.79680397
4/2/2024 11:00,140,854,4,2,0,6,1,11,2,29.1,77,3,10.3,934,25.73357212
4/2/2024 12:00,140,1154,5,1,0,6,1,12,2,30.2,73,51,7.9,1233.5,33.98539744
4/2/2024 13:00,179,1530,3,3,0,6,1,13,2,30.8,71,51,6.6,1630,44.90976719
4/2/2024 14:00,316,1377,9,1,0,6,1,14,2,30.8,70,51,8.5,1550.5,42.71938284
4/2/2024 15:00,142,1151,7,0,0,6,1,15,2,30.4,74,51,10.1,1232.5,33.95784543
4/2/2024 16:00,397,1133,4,1,0,6,1,16,2,30.2,75,53,10.8,1339.5,36.9059099
4/2/2024 17:00,411,1275,9,4,0,6,1,17,2,29.6,79,3,12.6,1502,41.38311062
4/2/2024 18:00,341,1353,10,2,0,6,1,18,2,29.3,80,3,12.3,1542.5,42.4989668
4/2/2024 19:00,192,1136,6,1,0,6,1,19,2,28.7,82,3,13.1,1243,34.24714148
4/2/2024 20:00,177,829,8,1,0,6,1,20,2,27.8,85,51,7.7,931.5,25.66469211
4/2/2024 21:00,211,866,7,2,0,6,1,21,2,25.8,93,1,10.5,986,27.16627635
4/2/2024 22:00,351,612,10,7,0,6,1,22,2,25.5,94,1,6.2,816.5,22.4962116
4/2/2024 23:00,297,606,3,3,0,6,1,23,2,25.3,96,2,9.5,765,21.07728337
5/2/2024 0:00,76,155,2,2,0,0,0,0,2,25.4,94,1,9.8,200,5.510400882
5/2/2024 1:00,50,84,1,0,0,0,0,1,2,25.7,89,0,11.4,110.5,3.044496487
5/2/2024 2:00,33,81,7,1,0,0,0,2,2,25.2,88,1,10.3,110,3.030720485
5/2/2024 3:00,12,244,14,3,0,0,0,3,2,24.7,88,1,10.5,277,7.631905221
5/2/2024 4:00,25,251,10,1,0,0,0,4,2,24.3,89,0,12.1,280.5,7.728337237
5/2/2024 5:00,52,289,20,1,0,0,0,5,2,24.1,90,0,11.2,347,9.56054553
5/2/2024 6:00,132,327,11,1,0,0,0,6,2,23.6,91,3,9,411.5,11.33764981
5/2/2024 7:00,118,324,13,0,0,0,0,7,2,23.3,93,3,7,402.5,11.08968177
5/2/2024 8:00,129,700,29,1,0,0,0,8,2,23.6,92,3,7,810,22.31712357
5/2/2024 9:00,242,655,11,1,0,0,0,9,2,26.2,86,3,8.9,794.5,21.8900675
5/2/2024 10:00,184,1032,11,1,0,0,0,10,2,28.1,79,1,8.7,1142.5,31.47816504
5/2/2024 11:00,281,1268,9,3,0,0,0,11,2,30,68,51,8,1428,39.3442623
5/2/2024 12:00,304,1436,14,1,0,0,0,12,2,31.1,63,51,6.8,1611,44.3862791
5/2/2024 13:00,272,1848,7,1,0,0,0,13,2,31.1,65,51,6.2,1996.5,55.0075768
5/2/2024 14:00,214,1856,4,1,0,0,0,14,2,31.2,68,3,5.9,1971,54.30500069
5/2/2024 15:00,322,1652,1,2,0,0,0,15,2,30.9,70,3,7.4,1818.5,50.10332002
5/2/2024 16:00,276,1748,14,2,0,0,0,16,2,29.1,77,53,9.9,1911,52.65188042
5/2/2024 17:00,257,1732,11,3,0,0,0,17,2,28,83,61,9.8,1883,51.8804243
5/2/2024 18:00,216,1475,3,3,0,0,0,18,2,28.2,81,51,3.9,1593.5,43.90411902
5/2/2024 19:00,317,1554,4,0,0,0,0,19,2,27.8,82,2,6.3,1718.5,47.34811958
5/2/2024 20:00,222,663,4,0,0,0,0,20,2,27,85,2,9.1,780,21.49056344
5/2/2024 21:00,235,507,13,5,0,0,0,21,2,25.7,90,51,7.1,654,18.01901088
5/2/2024 22:00,167,860,3,1,0,0,0,22,2,25.3,92,3,6.6,950,26.17440419
5/2/2024 23:00,166,699,4,4,0,0,0,23,2,25.1,93,3,9.7,796,21.93139551
6/2/2024 0:00,96,284,3,2,0,1,0,0,2,24.6,95,3,4.5,340.5,9.381457501
6/2/2024 1:00,41,266,25,0,0,1,0,1,2,24.3,96,3,4.2,324,8.926849428
6/2/2024 2:00,75,132,15,1,0,1,0,2,2,24.6,94,3,7.7,194,5.345088855
6/2/2024 3:00,15,132,14,0,0,1,0,3,2,24.8,87,3,8.9,160.5,4.422096708
6/2/2024 4:00,15,160,16,0,0,1,0,4,2,24.4,89,3,7.7,191.5,5.276208844
6/2/2024 5:00,71,176,20,0,0,1,0,5,2,24.2,91,3,8.2,241.5,6.653809065
6/2/2024 6:00,142,356,16,0,0,1,0,6,2,24,93,3,9.6,451,12.42595399
6/2/2024 7:00,191,436,14,2,0,1,0,7,2,23.8,94,3,8.4,556.5,15.33269045
6/2/2024 8:00,163,370,11,1,0,1,0,8,2,24.1,93,3,5.9,470,12.94944207
6/2/2024 9:00,157,562,10,0,0,1,0,9,2,26.7,82,3,6.4,655.5,18.06033889
6/2/2024 10:00,184,428,13,1,0,1,0,10,2,28.6,78,3,7.9,541.5,14.91941039
6/2/2024 11:00,165,358,10,2,0,1,0,11,2,29.5,72,3,7.8,459.5,12.66014603
6/2/2024 12:00,607,3318,4,1,0,1,0,12,2,30.9,66,3,6.3,3629.5,100
6/2/2024 13:00,497,2624,6,1,0,1,0,13,2,32,60,51,5.8,2883.5,79.44620471
6/2/2024 14:00,212,618,9,3,0,1,0,14,2,32.3,62,51,8.6,743.5,20.48491528
6/2/2024 15:00,214,834,7,1,0,1,0,15,2,31.2,68,63,11.7,953.5,26.2708362
6/2/2024 16:00,184,1178,8,2,0,1,0,16,2,28.8,77,63,9.9,1286,35.43187767
6/2/2024 17:00,187,2614,8,0,0,1,0,17,2,29.9,71,51,7.9,2719.5,74.92767599
6/2/2024 18:00,495,2602,8,0,0,1,0,18,2,30.1,71,3,8.4,2861.5,78.84006061
6/2/2024 19:00,423,1342,10,3,0,1,0,19,2,29.2,76,3,6,1574.5,43.38063094
6/2/2024 20:00,162,878,7,4,0,1,0,20,2,28,84,3,4.5,977.5,26.93208431
6/2/2024 21:00,197,1154,10,3,0,1,0,21,2,27.6,85,3,4,1273.5,35.08747761
6/2/2024 22:00,86,692,14,5,0,1,0,22,2,27,85,3,13.2,766,21.10483538
6/2/2024 23:00,43,800,22,0,0,1,0,23,2,25.5,87,3,14.9,854.5,23.54318777
7/2/2024 0:00,80,244,5,1,0,2,0,0,2,25,86,51,14,293.5,8.086513294
7/2/2024 1:00,36,340,8,0,0,2,0,1,2,25,88,51,3.8,370,10.19424163
7/2/2024 2:00,36,140,6,1,0,2,0,2,2,25,89,51,9.5,169,4.656288745
7/2/2024 3:00,31,144,5,1,0,2,0,3,2,24.7,90,3,9.3,169,4.656288745
7/2/2024 4:00,75,206,8,1,0,2,0,4,2,24.5,90,3,10.1,257.5,7.094641135
7/2/2024 5:00,103,214,3,1,0,2,0,5,2,24.8,89,3,12.4,272,7.494145199
7/2/2024 6:00,101,602,2,1,0,2,0,6,2,24.4,91,3,11.4,657.5,18.1154429
7/2/2024 7:00,314,1008,4,0,0,2,0,7,2,24.4,91,3,10.8,1171,32.26339716
7/2/2024 8:00,288,1582,7,0,0,2,0,8,2,24.7,91,3,11.5,1736.5,47.84405566
7/2/2024 9:00,206,1494,2,1,0,2,0,9,2,27.1,88,3,7.9,1602,44.13831106
7/2/2024 10:00,163,1156,1,0,0,2,0,10,2,28.1,82,51,7.4,1239,34.13693346
7/2/2024 11:00,211,852,3,1,0,2,0,11,2,29.6,75,3,6.1,964,26.56013225
7/2/2024 12:00,197,1084,1,1,0,2,0,12,2,31.5,65,3,8.5,1186,32.67667723
7/2/2024 13:00,547,2454,6,1,0,2,0,13,2,32.3,63,51,7.2,2738.5,75.45116407
7/2/2024 14:00,448,1988,7,2,0,2,0,14,2,32.1,63,3,6.4,2226.5,61.34453782
7/2/2024 15:00,223,960,11,1,0,2,0,15,2,30.7,69,51,5.2,1090,30.03168481
7/2/2024 16:00,297,790,12,2,0,2,0,16,2,30.9,71,3,6.6,960.5,26.46370023
7/2/2024 17:00,379,1976,9,1,0,2,0,17,2,27.7,86,63,10.9,2181,60.09092161
7/2/2024 18:00,470,1308,5,3,0,2,0,18,2,26.9,87,51,8.2,1556.5,42.88469486
7/2/2024 19:00,171,976,12,1,0,2,0,19,2,26.8,88,51,3.8,1081.5,29.79749277
7/2/2024 20:00,201,740,12,1,0,2,0,20,2,26,94,3,2.1,860.5,23.70849979
7/2/2024 21:00,170,572,6,5,0,2,0,21,2,25.5,91,51,12.9,676,18.62515498
7/2/2024 22:00,160,474,3,4,0,2,0,22,2,25.4,90,51,9.8,566.5,15.6082105
7/2/2024 23:00,89,298,11,1,0,2,0,23,2,24.8,93,51,11.3,361,9.946273591
8/2/2024 0:00,48,299,5,0,0,3,0,0,2,24.7,91,51,13,330.5,9.105937457
8/2/2024 1:00,47,272,4,0,0,3,0,1,2,24.2,91,51,11.9,301.5,8.306929329
8/2/2024 2:00,35,247,2,0,0,3,0,2,2,24.3,91,51,8.2,267.5,7.370161179
8/2/2024 3:00,25,132,2,0,0,3,0,3,2,24.1,92,51,13.3,147.5,4.06392065
8/2/2024 4:00,46,91,0,0,0,3,0,4,2,24,92,2,10.9,114,3.140928503
8/2/2024 5:00,116,187,7,0,0,3,0,5,2,24.1,92,2,9.2,255.5,7.039537126
8/2/2024 6:00,225,418,5,1,0,3,0,6,2,24.3,92,3,8.5,540,14.87808238
8/2/2024 7:00,289,567,8,0,0,3,0,7,2,24.2,92,3,9.3,723.5,19.93387519
8/2/2024 8:00,132,869,5,2,0,3,0,8,2,24.4,92,3,11.5,946.5,26.07797217
8/2/2024 9:00,72,856,3,0,0,3,0,9,2,26.5,90,51,9.4,896.5,24.70037195
8/2/2024 10:00,125,829,6,4,0,3,0,10,2,27.8,85,51,10.4,908.5,25.030996
8/2/2024 11:00,203,1386,1,3,0,3,0,11,2,29.7,77,51,6.6,1495,41.19024659
8/2/2024 12:00,381,1440,6,0,0,3,0,12,2,30.6,73,51,4.7,1639.5,45.17151123
8/2/2024 13:00,361,2144,3,0,0,3,0,13,2,31.3,70,51,5,2329,64.16861827
8/2/2024 14:00,132,1233,5,1,0,3,0,14,2,31.5,69,51,5.2,1308.5,36.05179777
8/2/2024 15:00,156,965,3,3,0,3,0,15,2,31.7,69,51,6.6,1053.5,29.02603664
8/2/2024 16:00,153,1089,6,2,0,3,0,16,2,29,74,63,10.2,1178.5,32.4700372
8/2/2024 17:00,343,1894,2,1,0,3,0,17,2,28.7,79,61,7.4,2070.5,57.04642513
8/2/2024 18:00,281,1805,3,1,0,3,0,18,2,28.3,78,51,8.7,1952,53.78151261
8/2/2024 19:00,174,750,9,1,0,3,0,19,2,28,81,3,4.6,852.5,23.48808376
8/2/2024 20:00,126,519,9,5,0,3,0,20,2,27.1,86,3,3.6,605.5,16.68273867
8/2/2024 21:00,174,701,10,1,0,3,0,21,2,26.3,91,3,6.3,805,22.17936355
8/2/2024 22:00,105,431,12,6,0,3,0,22,2,25.7,93,3,12.2,513.5,14.14795426
8/2/2024 23:00,85,354,8,2,0,3,0,23,2,25.3,93,3,5.4,412.5,11.36520182
9/2/2024 0:00,43,130,3,0,0,4,0,0,2,25.2,93,3,5.8,156,4.298112688
9/2/2024 1:00,58,46,3,1,0,4,0,1,2,25,94,3,6.5,81.5,2.245488359
9/2/2024 2:00,17,82,2,1,0,4,0,2,2,24.6,96,3,5.4,95.5,2.631216421
9/2/2024 3:00,10,30,2,1,0,4,0,3,2,24.5,96,3,4,40,1.102080176
9/2/2024 4:00,46,114,5,0,0,4,0,4,2,24.5,96,3,5,144.5,3.981264637
9/2/2024 5:00,70,126,3,1,0,4,0,5,2,24.8,94,3,4.4,167.5,4.614960738
9/2/2024 6:00,213,416,3,0,0,4,0,6,2,25,93,3,7.9,527,14.51990632
9/2/2024 7:00,435,1546,0,0,0,4,0,7,2,24.9,94,3,6.9,1763.5,48.58795977
9/2/2024 8:00,320,1738,3,2,0,4,0,8,2,25,95,3,8.2,1906.5,52.5278964
9/2/2024 9:00,117,702,4,1,0,4,0,9,2,26.6,93,61,6.6,768.5,21.17371539
9/2/2024 10:00,120,678,4,2,0,4,0,10,2,26.7,91,51,7.4,748,20.6088993
9/2/2024 11:00,57,786,4,2,0,4,0,11,2,26.6,87,51,8.8,824.5,22.71662763
9/2/2024 12:00,572,2572,6,1,0,4,0,12,2,28.2,80,51,4.1,2869,79.04670065
9/2/2024 13:00,584,2618,5,2,0,4,0,13,2,30.3,73,3,5.5,2921.5,80.49318088
9/2/2024 14:00,127,584,8,0,0,4,0,14,2,31.6,65,51,6.4,659.5,18.17054691
9/2/2024 15:00,132,648,4,4,0,4,0,15,2,32.6,53,51,7.3,728,20.05785921
9/2/2024 16:00,117,308,5,5,0,4,0,16,2,33.3,47,1,5.5,384,10.57996969
9/2/2024 17:00,224,2962,3,3,0,4,0,17,2,32.8,48,2,3.1,3084.5,84.9841576
9/2/2024 18:00,400,2114,3,1,0,4,0,18,2,30.5,68,51,8.4,2320.5,63.93442623
9/2/2024 19:00,332,708,4,4,0,4,0,19,2,28.8,80,51,8.9,888,24.46617991
9/2/2024 20:00,105,380,6,5,0,4,0,20,2,28,83,51,5.6,451.5,12.43972999
9/2/2024 21:00,54,368,3,3,0,4,0,21,2,28,69,3,6.1,405.5,11.17233779
9/2/2024 22:00,31,398,4,3,0,4,0,22,2,27.9,66,51,6.2,425.5,11.72337788
9/2/2024 23:00,36,270,1,4,0,4,0,23,2,27.5,73,3,11.3,297.5,8.196721311
10/2/2024 0:00,26,110,7,0,1,5,1,0,2,26.3,79,3,12.7,133.5,3.678192589
10/2/2024 1:00,45,68,3,1,1,5,1,1,2,25.9,78,3,14.2,97,2.672544428
10/2/2024 2:00,42,348,5,1,1,5,1,2,2,25.5,78,3,17,378.5,10.42843367
10/2/2024 3:00,63,214,8,1,1,5,1,3,2,25,76,3,19.5,259.5,7.149745144
10/2/2024 4:00,95,438,9,0,1,5,1,4,2,24.5,77,3,18,499,13.7484502
10/2/2024 5:00,97,530,4,0,1,5,1,5,2,24,77,3,17.9,584.5,16.10414658
10/2/2024 6:00,330,654,3,1,1,5,1,6,2,23.4,79,3,15.9,825.5,22.74417964
10/2/2024 7:00,373,1318,2,1,1,5,1,7,2,23,81,3,13.3,1509.5,41.58975065
10/2/2024 8:00,172,1420,3,5,1,5,1,8,2,23,81,3,13.5,1520.5,41.8928227
10/2/2024 9:00,205,930,3,0,1,5,1,9,2,25.8,73,3,9.1,1037,28.57142857
10/2/2024 10:00,366,590,14,2,1,5,1,10,2,28.1,66,3,9.2,798,21.98649952
10/2/2024 11:00,361,804,6,2,1,5,1,11,2,30.1,61,3,12.7,997.5,27.4831244
10/2/2024 12:00,538,1498,6,5,1,5,1,12,2,31.7,56,3,18.7,1786,49.20787987
10/2/2024 13:00,219,1572,3,1,1,5,1,13,2,32.4,53,51,16.1,1688,46.50778344
10/2/2024 14:00,179,854,4,2,1,5,1,14,2,32,57,51,13.3,953.5,26.2708362
10/2/2024 15:00,231,460,11,4,1,5,1,15,2,31.9,58,51,8.9,600,16.53120264
10/2/2024 16:00,271,776,7,2,1,5,1,16,2,29.3,68,53,12,926,25.51315608
10/2/2024 17:00,390,1762,7,2,1,5,1,17,2,29.7,66,51,16.2,1971.5,54.31877669
10/2/2024 18:00,251,1850,10,1,1,5,1,18,2,29.4,68,53,13.3,1992.5,54.89736878
10/2/2024 19:00,223,800,7,7,1,5,1,19,2,27.7,75,51,11.6,936,25.78867613
10/2/2024 20:00,167,800,8,6,1,5,1,20,2,26.9,79,1,14.6,907.5,25.003444
10/2/2024 21:00,116,604,4,3,1,5,1,21,2,25.5,90,3,8.7,674,18.57005097
10/2/2024 22:00,108,400,1,5,1,5,1,22,2,25.6,90,1,14.3,465.5,12.82545805
10/2/2024 23:00,82,238,0,7,1,5,1,23,2,25.1,89,3,13,293,8.072737292
11/2/2024 0:00,84,136,8,1,1,6,1,0,2,25,89,1,12.7,192,5.289984846
11/2/2024 1:00,48,636,3,0,1,6,1,1,2,25,89,0,13.2,664.5,18.30830693
11/2/2024 2:00,65,238,3,1,1,6,1,2,2,24.8,89,1,13.8,277,7.631905221
11/2/2024 3:00,67,504,3,1,1,6,1,3,2,24.3,89,0,15.3,544,14.9882904
11/2/2024 4:00,91,416,9,0,1,6,1,4,2,24.1,89,0,15.3,475,13.08720209
11/2/2024 5:00,118,224,1,1,1,6,1,5,2,23.7,90,3,14.6,286.5,7.893649263
11/2/2024 6:00,223,958,5,3,1,6,1,6,2,23.8,89,3,14.6,1083,29.83882077
11/2/2024 7:00,281,948,4,1,1,6,1,7,2,23.6,90,3,13.8,1096.5,30.21077283
11/2/2024 8:00,188,1318,6,0,1,6,1,8,2,23.8,89,3,13,1421,39.15139826
11/2/2024 9:00,166,192,8,2,1,6,1,9,2,26.5,81,3,12.8,291,8.017633283
11/2/2024 10:00,143,556,4,1,1,6,1,10,2,28.1,74,2,19.4,635.5,17.5092988
11/2/2024 11:00,117,1284,8,1,1,6,1,11,2,29,67,51,23,1356.5,37.37429398
11/2/2024 12:00,301,1474,3,2,1,6,1,12,2,29.6,65,53,24.2,1633,44.9924232
11/2/2024 13:00,354,1370,11,1,1,6,1,13,2,30.3,62,51,21,1565.5,43.1326629
11/2/2024 14:00,131,396,3,1,1,6,1,14,2,31.9,54,3,21,468,12.89433806
11/2/2024 15:00,130,422,5,0,1,6,1,15,2,31.8,54,51,20.2,494.5,13.62446618
11/2/2024 16:00,181,940,7,4,1,6,1,16,2,32,52,2,20.7,1049,28.90205262
11/2/2024 17:00,400,630,2,1,1,6,1,17,2,31,53,51,21.1,835,23.00592368
11/2/2024 18:00,412,2188,13,4,1,6,1,18,2,30.5,57,51,17.1,2421.5,66.71717867
11/2/2024 19:00,116,2480,10,0,1,6,1,19,2,29.3,60,0,17.1,2553,70.34026725
11/2/2024 20:00,92,780,11,2,1,6,1,20,2,28.2,66,0,19.1,846.5,23.32277173
11/2/2024 21:00,99,432,6,5,1,6,1,21,2,27.7,67,0,19.1,500.5,13.78977821
11/2/2024 22:00,103,662,7,3,1,6,1,22,2,26.9,72,0,19.7,730,20.11296322
11/2/2024 23:00,84,372,8,8,1,6,1,23,2,26.5,73,0,18.2,442,12.17798595
12/2/2024 0:00,22,210,4,1,1,0,0,0,2,26,75,0,16.8,229,6.30940901
12/2/2024 1:00,34,270,3,1,1,0,0,1,2,25.7,76,0,17.4,293.5,8.086513294
12/2/2024 2:00,45,56,8,1,1,0,0,2,2,25.4,77,0,18,92.5,2.548560408
12/2/2024 3:00,62,102,6,3,1,0,0,3,2,25.1,79,1,17.3,148,4.077696652
12/2/2024 4:00,89,468,6,2,1,0,0,4,2,24.8,79,1,16,525.5,14.47857832
12/2/2024 5:00,87,534,8,2,1,0,0,5,2,24.5,81,1,14.6,593.5,16.35211462
12/2/2024 6:00,173,934,5,1,1,0,0,6,2,24.5,80,1,14.7,1030,28.37856454
12/2/2024 7:00,252,1150,4,3,1,0,0,7,2,24.4,79,0,15.5,1288,35.48698168
12/2/2024 8:00,303,1450,5,1,1,0,0,8,2,24.6,79,3,15.2,1611,44.3862791
12/2/2024 9:00,212,316,7,1,1,0,0,9,2,26.7,74,3,15.9,434.5,11.97134592
12/2/2024 10:00,166,826,5,3,1,0,0,10,2,27.3,72,3,21.9,922.5,25.41672407
12/2/2024 11:00,145,988,6,3,1,0,0,11,2,28.6,65,3,21.5,1075.5,29.63218074
12/2/2024 12:00,189,1760,5,3,1,0,0,12,2,30.6,59,2,19,1868,51.46714423
12/2/2024 13:00,331,1958,3,3,1,0,0,13,2,31.8,55,1,18.6,2134,58.79597741
12/2/2024 14:00,373,642,8,3,1,0,0,14,2,32.5,52,2,21,846.5,23.32277173
12/2/2024 15:00,256,458,5,4,1,0,0,15,2,33.1,50,2,21.2,601.5,16.57253065
12/2/2024 16:00,194,968,5,4,1,0,0,16,2,32.7,50,51,22.9,1080.5,29.76994076
12/2/2024 17:00,223,1866,7,3,1,0,0,17,2,31.5,54,51,21.9,1994,54.93869679
12/2/2024 18:00,308,2002,9,3,1,0,0,18,2,30.8,56,3,22.4,2175.5,59.93938559
12/2/2024 19:00,444,636,10,2,1,0,0,19,2,29.5,62,3,19.1,877,24.16310787
12/2/2024 20:00,198,666,7,3,1,0,0,20,2,28,69,3,16,781.5,21.53189145
12/2/2024 21:00,90,714,9,3,1,0,0,21,2,27.6,74,3,18.9,778.5,21.44923543
12/2/2024 22:00,42,718,7,5,1,0,0,22,2,27.4,74,3,19.6,759.5,20.92574735
12/2/2024 23:00,42,680,8,4,1,0,0,23,2,27,74,3,20.1,721,19.86499518
13/2/2024 0:00,27,174,8,0,0,1,0,0,2,26.8,75,3,19.4,199.5,5.496624879
13/2/2024 1:00,29,173,9,0,0,1,0,1,2,26.5,75,3,18.8,201,5.537952886
13/2/2024 2:00,32,98,12,0,0,1,0,2,2,26.2,77,3,18.4,132,3.636864582
13/2/2024 3:00,60,126,9,0,0,1,0,3,2,26,78,3,18.1,169.5,4.670064747
13/2/2024 4:00,72,285,6,1,0,1,0,4,2,25.7,79,3,17.9,332,9.147265464
13/2/2024 5:00,135,500,3,1,0,1,0,5,2,25.4,80,3,18.2,574,15.81485053
13/2/2024 6:00,250,1025,7,1,0,1,0,6,2,25.2,81,3,17.3,1162.5,32.02920512
13/2/2024 7:00,306,1167,9,3,0,1,0,7,2,25,82,1,15.4,1339.5,36.9059099
13/2/2024 8:00,162,996,11,0,0,1,0,8,2,25,83,3,16.1,1093.5,30.12811682
13/2/2024 9:00,208,416,13,2,0,1,0,9,2,26.5,81,3,15.6,543.5,14.9745144
13/2/2024 10:00,200,682,6,3,0,1,0,10,2,27.7,75,3,21.2,797,21.95894751
13/2/2024 11:00,206,1557,8,0,0,1,0,11,2,29.3,67,3,22.8,1672,46.06695137
13/2/2024 12:00,337,2132,11,0,0,1,0,12,2,31.1,58,3,23.7,2317,63.83799421
13/2/2024 13:00,356,1380,20,3,0,1,0,13,2,32.3,55,2,20.7,1594,43.91789503
13/2/2024 14:00,177,2155,13,0,0,1,0,14,2,32.1,56,51,25.5,2263,62.35018598
13/2/2024 15:00,138,498,12,2,0,1,0,15,2,32.7,54,2,24,589,16.2281306
13/2/2024 16:00,144,1018,19,2,0,1,0,16,2,31.7,57,53,21.3,1122.5,30.92712495
13/2/2024 17:00,324,457,11,3,0,1,0,17,2,31.3,59,51,20.2,641.5,17.67461083
13/2/2024 18:00,437,1747,16,2,0,1,0,18,2,30.3,63,2,19.2,1993.5,54.92492079
13/2/2024 19:00,82,1199,10,2,0,1,0,19,2,29.6,66,51,17.6,1259,34.68797355
13/2/2024 20:00,154,747,9,2,0,1,0,20,2,28.6,71,3,14.9,841.5,23.18501171
13/2/2024 21:00,98,680,18,1,0,1,0,21,2,27.9,77,3,17.9,758,20.88441934
13/2/2024 22:00,95,626,5,2,0,1,0,22,2,27.3,79,3,17.1,685,18.87312302
13/2/2024 23:00,76,468,5,0,0,1,0,23,2,27,80,3,17.8,513.5,14.14795426
14/2/2024 0:00,32,244,2,1,0,2,0,0,2,26.6,82,3,17.6,265,7.301281168
